PC1,PC2,PC3,PC4,PC5,PC6,price
-0.2729568615979476,-0.6246896077062045,-0.16535818179931538,-0.9524770169890271,0.6988119619758453,-0.9432352036847882,279.0
0.22373660348100513,-1.1540593682636737,-1.1525183201646074,1.3935074819855553,-0.06508461306925642,-0.19008110933693456,230.0
1.191258851114833,-1.0609850538898078,1.070919271131136,0.8858259386080913,-0.6990697733567833,0.23677189688399122,298.0
0.4805311890738549,-0.24322094444032719,0.08350186561371997,1.2316873012936,-0.4986809334478954,0.4172162943935182,235.0
-2.4141330710171633,-1.6709239404672693,-0.141228493627263,-0.3700980620472256,-0.33107258000382644,-0.42521754859693583,97.0
0.5877227510957074,-2.0950458586590908,0.6676899234430234,-0.7825990889814518,-0.790230883321134,0.6167185760899836,290.0
-0.85929389017554,1.6710586508449758,2.552994645735544,-0.8874823016185408,0.4219916002488921,-0.5420556667342514,279.0
-0.3644762345869959,-1.1487687814819156,0.8859843122762421,-1.0545695118282188,-0.47020803803870653,-0.21927530077590385,230.0
0.031078176030921282,-1.535488211402877,2.270416916716174,1.0057776304080337,-0.2822186662130165,0.24748989932379234,170.0
0.598291518002907,-1.3050387691138543,-0.07624938400093648,1.0581831874702063,0.6045593459447786,-0.09168955280581398,275.0
0.22242311677126098,-0.7472951316913142,1.0609355414172403,-0.23027804506422153,0.7094393465383415,-0.7023468411703188,339.0
-0.024861876454648886,-0.4642417180880095,1.018889951802839,-1.0889921186452478,0.4582127115613331,-1.1190051933307756,380.0
0.4808041643426178,-2.0874586046701786,0.6869290282316617,-0.7280486742013527,-0.9714239474367324,0.5966294927201159,270.0
1.7624073490843233,-0.41618133340445645,-0.01431466975383707,0.9133752023344536,-0.13328347538290777,-0.38098989754954027,517.0
2.7674762259928616,0.5030510502325971,0.849965325719324,-1.743828376362907,-0.8448228818049445,-0.5392500460404428,900.0
1.5573220111164212,-0.39018066895026,1.1392280707563749,0.8329794504813056,-0.5670190354322149,0.10014458255214745,460.0
-0.13304330351800445,-1.056560613694107,2.3081092559179033,1.0230656516696455,-0.29980127293261644,0.7598648932377184,185.0
0.603082341925466,-2.0002946119277962,0.8122214850814489,0.19357686681430855,-0.4923498332931484,0.8194129040516013,252.0
0.6082488751444418,-0.40762028233887315,1.1973191555699045,1.02891448395069,-0.38750484328114054,0.5226713213006535,245.0
0.44971886417513435,-1.5156236128170018,1.0346552515021255,0.9825214851251113,-0.3036103487970427,0.5067941206388639,245.0
-2.205230222046578,-1.8143708029480206,-0.07936398983213379,0.24572549813835953,-0.28969640585833484,-0.43959751093858934,96.0
2.1974101899591463,-1.3716281758737598,0.8367322958662224,0.42870667691465497,-0.13803307625068884,0.852494681376436,498.0
0.40237025394006654,-0.4280391820108106,1.2835578923603743,1.1962288089680404,-0.6685075988002788,-0.0684017851554777,209.0
2.5804977958483835,0.7922557582008607,1.1170824425834982,0.47211750784864737,0.010239726767850062,0.7713331306328619,950.0
1.1213716249703451,-1.4190433566576972,-0.5310464368757254,-1.4402172965834494,-0.5960557252643767,0.40866306226890026,345.0
1.4328183222239883,-0.22916162084707886,0.08157916664851747,0.99492531066596,0.6614258500358072,-0.8616983025097891,450.0
0.17467434244325164,-0.9668406890532851,-0.2958877275970383,-1.0833353818525968,-0.026253743891354764,-0.4932133463445101,360.0
